SRA_ID	Name	BioProject	SNPversity ID
SRR12460375	ACC.27482	PRJNA641489	ACC.27482_SRR12460375
SRR12460376	ACC.8758	PRJNA641489	ACC.8758_SRR12460376
SRR12460377	ACC.8759	PRJNA641489	ACC.8759_SRR12460377
SRR12460378	ACC.8749	PRJNA641489	ACC.8749_SRR12460378
SRR12460379	ACC.11397	PRJNA641489	ACC.11397_SRR12460379
SRR12460380	ACC.11407	PRJNA641489	ACC.11407_SRR12460380
SRR12460381	ACC.11406	PRJNA641489	ACC.11406_SRR12460381
SRR12460382	ACC.11405	PRJNA641489	ACC.11405_SRR12460382
SRR12460383	ACC.11396	PRJNA641489	ACC.11396_SRR12460383
SRR12460384	ACC.8755	PRJNA641489	ACC.8755_SRR12460384
SRR12460385	ACC.11392	PRJNA641489	ACC.11392_SRR12460385
SRR12460386	ACC.11391	PRJNA641489	ACC.11391_SRR12460386
SRR12460387	ACC.11390	PRJNA641489	ACC.11390_SRR12460387
SRR12460388	ACC.11389	PRJNA641489	ACC.11389_SRR12460388
SRR12460389	ACC.11388	PRJNA641489	ACC.11388_SRR12460389
SRR12460390	ACC.11387	PRJNA641489	ACC.11387_SRR12460390
SRR12460391	ACC.11386	PRJNA641489	ACC.11386_SRR12460391
SRR12460392	ACC.11385	PRJNA641489	ACC.11385_SRR12460392
SRR12460393	ACC.11395	PRJNA641489	ACC.11395_SRR12460393
SRR12460394	ACC.11394	PRJNA641489	ACC.11394_SRR12460394
SRR12460395	ACC.8754	PRJNA641489	ACC.8754_SRR12460395
SRR12460396	ACC.11393	PRJNA641489	ACC.11393_SRR12460396
SRR12460397	ACC.11384	PRJNA641489	ACC.11384_SRR12460397
SRR12460398	ACC.11376	PRJNA641489	ACC.11376_SRR12460398
SRR12460399	ACC.11375	PRJNA641489	ACC.11375_SRR12460399
SRR12460400	ACC.11374	PRJNA641489	ACC.11374_SRR12460400
SRR12460401	ACC.11373	PRJNA641489	ACC.11373_SRR12460401
SRR12460402	ACC.11372	PRJNA641489	ACC.11372_SRR12460402
SRR12460403	ACC.11371	PRJNA641489	ACC.11371_SRR12460403
SRR12460404	ACC.11370	PRJNA641489	ACC.11370_SRR12460404
SRR12460405	ACC.11369	PRJNA641489	ACC.11369_SRR12460405
SRR12460406	ACC.8753	PRJNA641489	ACC.8753_SRR12460406
SRR12460407	ACC.11383	PRJNA641489	ACC.11383_SRR12460407
SRR12460408	ACC.11378	PRJNA641489	ACC.11378_SRR12460408
SRR12460409	ACC.11377	PRJNA641489	ACC.11377_SRR12460409
SRR12460410	ACC.11368	PRJNA641489	ACC.11368_SRR12460410
SRR12460411	ACC.11364	PRJNA641489	ACC.11364_SRR12460411
SRR12460412	ACC.11363	PRJNA641489	ACC.11363_SRR12460412
SRR12460413	ACC.11362	PRJNA641489	ACC.11362_SRR12460413
SRR12460414	ACC.11361	PRJNA641489	ACC.11361_SRR12460414
SRR12460415	ACC.11360	PRJNA641489	ACC.11360_SRR12460415
SRR12460416	ACC.11359	PRJNA641489	ACC.11359_SRR12460416
SRR12460417	ACC.8752	PRJNA641489	ACC.8752_SRR12460417
SRR12460418	ACC.11358	PRJNA641489	ACC.11358_SRR12460418
SRR12460419	ACC.11357	PRJNA641489	ACC.11357_SRR12460419
SRR12460420	ACC.11367	PRJNA641489	ACC.11367_SRR12460420
SRR12460421	ACC.11366	PRJNA641489	ACC.11366_SRR12460421
SRR12460422	ACC.11365	PRJNA641489	ACC.11365_SRR12460422
SRR12460423	ACC.11356	PRJNA641489	ACC.11356_SRR12460423
SRR12460424	ACC.11352	PRJNA641489	ACC.11352_SRR12460424
SRR12460425	ACC.11083	PRJNA641489	ACC.11083_SRR12460425
SRR12460426	ACC.10003	PRJNA641489	ACC.10003_SRR12460426
SRR12460427	ACC.9479	PRJNA641489	ACC.9479_SRR12460427
SRR12460428	ACC.8751	PRJNA641489	ACC.8751_SRR12460428
SRR12460429	ACC.9478	PRJNA641489	ACC.9478_SRR12460429
SRR12460430	ACC.9477	PRJNA641489	ACC.9477_SRR12460430
SRR12460431	ACC.9476	PRJNA641489	ACC.9476_SRR12460431
SRR12460432	ACC.9475	PRJNA641489	ACC.9475_SRR12460432
SRR12460433	ACC.11355	PRJNA641489	ACC.11355_SRR12460433
SRR12460434	ACC.11354	PRJNA641489	ACC.11354_SRR12460434
SRR12460435	ACC.12824	PRJNA641489	ACC.12824_SRR12460435
SRR12460436	ACC.12823	PRJNA641489	ACC.12823_SRR12460436
SRR12460437	ACC.11410	PRJNA641489	ACC.11410_SRR12460437
SRR12460438	ACC.11409	PRJNA641489	ACC.11409_SRR12460438
SRR12460439	ACC.13793	PRJNA641489	ACC.13793_SRR12460439
SRR12460440	ACC.13792	PRJNA641489	ACC.13792_SRR12460440
SRR12460441	ACC.13791	PRJNA641489	ACC.13791_SRR12460441
SRR12460442	ACC.11408	PRJNA641489	ACC.11408_SRR12460442
SRR12460443	ACC.11404	PRJNA641489	ACC.11404_SRR12460443
SRR12460444	ACC.11403	PRJNA641489	ACC.11403_SRR12460444
SRR12460445	ACC.8756	PRJNA641489	ACC.8756_SRR12460445
SRR12460446	ACC.11402	PRJNA641489	ACC.11402_SRR12460446
SRR12460447	ACC.11401	PRJNA641489	ACC.11401_SRR12460447
SRR12460448	ACC.11400	PRJNA641489	ACC.11400_SRR12460448
SRR12460449	ACC.11399	PRJNA641489	ACC.11399_SRR12460449
SRR12460450	ACC.11398	PRJNA641489	ACC.11398_SRR12460450
SRR12460451	ACC.11353	PRJNA641489	ACC.11353_SRR12460451
SRR12460452	ACC.8837	PRJNA641489	ACC.8837_SRR12460452
SRR12460453	ACC.8782	PRJNA641489	ACC.8782_SRR12460453
SRR12460454	ACC.8781	PRJNA641489	ACC.8781_SRR12460454
SRR12460455	ACC.8750	PRJNA641489	ACC.8750_SRR12460455
SRR12460456	ACC.8780	PRJNA641489	ACC.8780_SRR12460456
SRR12460457	ACC.8779	PRJNA641489	ACC.8779_SRR12460457
SRR12460458	ACC.8778	PRJNA641489	ACC.8778_SRR12460458
SRR12460459	ACC.8777	PRJNA641489	ACC.8777_SRR12460459
SRR12460460	ACC.8776	PRJNA641489	ACC.8776_SRR12460460
SRR12460461	ACC.8775	PRJNA641489	ACC.8775_SRR12460461
SRR12460462	ACC.8785	PRJNA641489	ACC.8785_SRR12460462
SRR12460463	ACC.8784	PRJNA641489	ACC.8784_SRR12460463
SRR12460464	ACC.8783	PRJNA641489	ACC.8783_SRR12460464
SRR12460465	ACC.8774	PRJNA641489	ACC.8774_SRR12460465
SRR12460466	ACC.8760	PRJNA641489	ACC.8760_SRR12460466
SRR12460467	ACC.8770	PRJNA641489	ACC.8770_SRR12460467
SRR12460469	ACC.29798	PRJNA641489	ACC.29798_SRR12460469
SRR12460470	ACC.29796	PRJNA641489	ACC.29796_SRR12460470
SRR12460471	ACC.29793	PRJNA641489	ACC.29793_SRR12460471
SRR12460472	ACC.8769	PRJNA641489	ACC.8769_SRR12460472
SRR12460473	ACC.29792	PRJNA641489	ACC.29792_SRR12460473
SRR12460474	ACC.29791	PRJNA641489	ACC.29791_SRR12460474
SRR12460475	ACC.29788	PRJNA641489	ACC.29788_SRR12460475
SRR12460476	ACC.29787	PRJNA641489	ACC.29787_SRR12460476
SRR12460477	ACC.29786	PRJNA641489	ACC.29786_SRR12460477
SRR12460478	ACC.29785	PRJNA641489	ACC.29785_SRR12460478
SRR12460479	ACC.27481a	PRJNA641489	ACC.27481a_SRR12460479
SRR12460480	ACC.27479a	PRJNA641489	ACC.27479a_SRR12460480
SRR12460481	ACC.27477	PRJNA641489	ACC.27477_SRR12460481
SRR12460482	ACC.27476	PRJNA641489	ACC.27476_SRR12460482
SRR12460483	ACC.27475	PRJNA641489	ACC.27475_SRR12460483
SRR12460484	ACC.27486	PRJNA641489	ACC.27486_SRR12460484
SRR12460485	ACC.27485	PRJNA641489	ACC.27485_SRR12460485
SRR12460486	ACC.27484	PRJNA641489	ACC.27484_SRR12460486
SRR12460487	ACC.27473	PRJNA641489	ACC.27473_SRR12460487
SRR12460488	ACC.8765	PRJNA641489	ACC.8765_SRR12460488
SRR12460489	ACC.27469	PRJNA641489	ACC.27469_SRR12460489
SRR12460490	ACC.27468	PRJNA641489	ACC.27468_SRR12460490
SRR12460491	ACC.27462	PRJNA641489	ACC.27462_SRR12460491
SRR12460492	ACC.27461	PRJNA641489	ACC.27461_SRR12460492
SRR12460493	ACC.27460	PRJNA641489	ACC.27460_SRR12460493
SRR12460494	ACC.27243	PRJNA641489	ACC.27243_SRR12460494
SRR12460495	ACC.27242	PRJNA641489	ACC.27242_SRR12460495
SRR12460496	ACC.27241	PRJNA641489	ACC.27241_SRR12460496
SRR12460497	ACC.27472	PRJNA641489	ACC.27472_SRR12460497
SRR12460498	ACC.27471	PRJNA641489	ACC.27471_SRR12460498
SRR12460499	ACC.8764	PRJNA641489	ACC.8764_SRR12460499
SRR12460500	ACC.27470	PRJNA641489	ACC.27470_SRR12460500
SRR12460501	ACC.27240	PRJNA641489	ACC.27240_SRR12460501
SRR12460502	ACC.27235	PRJNA641489	ACC.27235_SRR12460502
SRR12460503	ACC.27234	PRJNA641489	ACC.27234_SRR12460503
SRR12460504	ACC.27233	PRJNA641489	ACC.27233_SRR12460504
SRR12460505	ACC.27232	PRJNA641489	ACC.27232_SRR12460505
SRR12460506	ACC.27231	PRJNA641489	ACC.27231_SRR12460506
SRR12460507	ACC.27230	PRJNA641489	ACC.27230_SRR12460507
SRR12460508	ACC.27229	PRJNA641489	ACC.27229_SRR12460508
SRR12460509	ACC.27228	PRJNA641489	ACC.27228_SRR12460509
SRR12460510	ACC.8763	PRJNA641489	ACC.8763_SRR12460510
SRR12460511	ACC.27239	PRJNA641489	ACC.27239_SRR12460511
SRR12460512	ACC.27237	PRJNA641489	ACC.27237_SRR12460512
SRR12460513	ACC.27236	PRJNA641489	ACC.27236_SRR12460513
SRR12460514	ACC.27227	PRJNA641489	ACC.27227_SRR12460514
SRR12460515	ACC.27223	PRJNA641489	ACC.27223_SRR12460515
SRR12460516	ACC.27222	PRJNA641489	ACC.27222_SRR12460516
SRR12460517	ACC.27221	PRJNA641489	ACC.27221_SRR12460517
SRR12460518	ACC.27220	PRJNA641489	ACC.27220_SRR12460518
SRR12460519	ACC.27219	PRJNA641489	ACC.27219_SRR12460519
SRR12460520	ACC.27218	PRJNA641489	ACC.27218_SRR12460520
SRR12460521	ACC.8762	PRJNA641489	ACC.8762_SRR12460521
SRR12460522	ACC.27217	PRJNA641489	ACC.27217_SRR12460522
SRR12460523	ACC.27216	PRJNA641489	ACC.27216_SRR12460523
SRR12460524	ACC.27226	PRJNA641489	ACC.27226_SRR12460524
SRR12460525	ACC.27225	PRJNA641489	ACC.27225_SRR12460525
SRR12460526	ACC.27224	PRJNA641489	ACC.27224_SRR12460526
SRR12460527	ACC.27215	PRJNA641489	ACC.27215_SRR12460527
SRR12460528	ACC.13790	PRJNA641489	ACC.13790_SRR12460528
SRR12460529	ACC.13789	PRJNA641489	ACC.13789_SRR12460529
SRR12460530	ACC.13788	PRJNA641489	ACC.13788_SRR12460530
SRR1575495	B73	PRJNA260788	B73_SRR1575495
SRR1575496	CH10	PRJNA260788	CH10_SRR1575496
SRR1575497	D06	PRJNA260788	D06_SRR1575497
SRR1575498	D09	PRJNA260788	D09_SRR1575498
SRR1575499	D152	PRJNA260788	D152_SRR1575499
SRR1575500	DK105	PRJNA260788	DK105_SRR1575500
SRR1575501	EC169	PRJNA260788	EC169_SRR1575501
SRR1575502	EC49A	PRJNA260788	EC49A_SRR1575502
SRR1575503	EP1	PRJNA260788	EP1_SRR1575503
SRR1575504	EP44	PRJNA260788	EP44_SRR1575504
SRR1575505	EZ5	PRJNA260788	EZ5_SRR1575505
SRR1575506	F03802	PRJNA260788	F03802_SRR1575506
SRR1575507	F2	PRJNA260788	F2_SRR1575507
SRR1575508	F252	PRJNA260788	F252_SRR1575508
SRR1575509	F283	PRJNA260788	F283_SRR1575509
SRR1575510	F353	PRJNA260788	F353_SRR1575510
SRR1575511	F618	PRJNA260788	F618_SRR1575511
SRR1575512	F64	PRJNA260788	F64_SRR1575512
SRR1575513	F7	PRJNA260788	F7_SRR1575513
SRR1575514	F98902	PRJNA260788	F98902_SRR1575514
SRR1575515	FF0721H-7	PRJNA260788	FF0721H-7_SRR1575515
SRR1575516	Lo11	PRJNA260788	Lo11_SRR1575516
SRR1575517	Mo17	PRJNA260788	Mo17_SRR1575517
SRR1575518	PH207	PRJNA260788	PH207_SRR1575518
SRR1575519	Teosinte	PRJNA260788	Teosinte_SRR1575519
SRR1575520	UH006	PRJNA260788	UH006_SRR1575520
SRR1575521	UH007	PRJNA260788	UH007_SRR1575521
SRR1575522	UH009	PRJNA260788	UH009_SRR1575522
SRR1575523	UH250	PRJNA260788	UH250_SRR1575523
SRR1575524	UH304	PRJNA260788	UH304_SRR1575524
SRR1575525	W117	PRJNA260788	W117_SRR1575525
SRR17045840	1014	PRJNA783885	1014_SRR17045840
SRR17045841	1013	PRJNA783885	1013_SRR17045841
SRR17045842	1012	PRJNA783885	1012_SRR17045842
SRR17045843	1011	PRJNA783885	1011_SRR17045843
SRR17045844	1010	PRJNA783885	1010_SRR17045844
SRR17045845	838	PRJNA783885	838_SRR17045845
SRR17045846	1009	PRJNA783885	1009_SRR17045846
SRR17045847	1008	PRJNA783885	1008_SRR17045847
SRR17045848	1007	PRJNA783885	1007_SRR17045848
SRR17045849	1006	PRJNA783885	1006_SRR17045849
SRR17045850	1005	PRJNA783885	1005_SRR17045850
SRR17045851	1004	PRJNA783885	1004_SRR17045851
SRR17045852	1003	PRJNA783885	1003_SRR17045852
SRR17045853	1946	PRJNA783885	1946_SRR17045853
SRR17045854	1898	PRJNA783885	1898_SRR17045854
SRR17045855	1868	PRJNA783885	1868_SRR17045855
SRR17045856	837	PRJNA783885	837_SRR17045856
SRR17045857	1867	PRJNA783885	1867_SRR17045857
SRR17045858	1862	PRJNA783885	1862_SRR17045858
SRR17045859	1859	PRJNA783885	1859_SRR17045859
SRR17045860	1810	PRJNA783885	1810_SRR17045860
SRR17045861	1777	PRJNA783885	1777_SRR17045861
SRR17045862	1759	PRJNA783885	1759_SRR17045862
SRR17045863	1755	PRJNA783885	1755_SRR17045863
SRR17045864	1754	PRJNA783885	1754_SRR17045864
SRR17045865	1740	PRJNA783885	1740_SRR17045865
SRR17045866	1727	PRJNA783885	1727_SRR17045866
SRR17045867	836	PRJNA783885	836_SRR17045867
SRR17045868	1629	PRJNA783885	1629_SRR17045868
SRR17045869	1605	PRJNA783885	1605_SRR17045869
SRR17045870	1602	PRJNA783885	1602_SRR17045870
SRR17045871	1582	PRJNA783885	1582_SRR17045871
SRR17045872	1213	PRJNA783885	1213_SRR17045872
SRR17045873	1212	PRJNA783885	1212_SRR17045873
SRR17045874	1211	PRJNA783885	1211_SRR17045874
SRR17045875	1210	PRJNA783885	1210_SRR17045875
SRR17045876	1209	PRJNA783885	1209_SRR17045876
SRR17045877	14	PRJNA783885	14_SRR17045877
SRR17045878	1208	PRJNA783885	1208_SRR17045878
SRR17045879	1207	PRJNA783885	1207_SRR17045879
SRR17045880	1206	PRJNA783885	1206_SRR17045880
SRR17045881	1205	PRJNA783885	1205_SRR17045881
SRR17045882	1204	PRJNA783885	1204_SRR17045882
SRR17045883	1203	PRJNA783885	1203_SRR17045883
SRR17045884	1202	PRJNA783885	1202_SRR17045884
SRR17045885	1201	PRJNA783885	1201_SRR17045885
SRR17045886	1200	PRJNA783885	1200_SRR17045886
SRR17045887	1199	PRJNA783885	1199_SRR17045887
SRR17045888	13	PRJNA783885	13_SRR17045888
SRR17045889	1198	PRJNA783885	1198_SRR17045889
SRR17045890	1197	PRJNA783885	1197_SRR17045890
SRR17045891	1196	PRJNA783885	1196_SRR17045891
SRR17045892	1195	PRJNA783885	1195_SRR17045892
SRR17045893	1194	PRJNA783885	1194_SRR17045893
SRR17045894	1193	PRJNA783885	1193_SRR17045894
SRR17045895	1192	PRJNA783885	1192_SRR17045895
SRR17045896	1191	PRJNA783885	1191_SRR17045896
SRR17045897	1190	PRJNA783885	1190_SRR17045897
SRR17045898	1189	PRJNA783885	1189_SRR17045898
SRR17045899	12	PRJNA783885	12_SRR17045899
SRR17045900	1188	PRJNA783885	1188_SRR17045900
SRR17045901	1187	PRJNA783885	1187_SRR17045901
SRR17045902	1186	PRJNA783885	1186_SRR17045902
SRR17045903	1185	PRJNA783885	1185_SRR17045903
SRR17045904	1184	PRJNA783885	1184_SRR17045904
SRR17045905	1183	PRJNA783885	1183_SRR17045905
SRR17045906	1182	PRJNA783885	1182_SRR17045906
SRR17045907	1181	PRJNA783885	1181_SRR17045907
SRR17045908	1180	PRJNA783885	1180_SRR17045908
SRR17045909	1179	PRJNA783885	1179_SRR17045909
SRR17045910	11	PRJNA783885	11_SRR17045910
SRR17045911	1178	PRJNA783885	1178_SRR17045911
SRR17045912	1177	PRJNA783885	1177_SRR17045912
SRR17045913	1176	PRJNA783885	1176_SRR17045913
SRR17045914	1175	PRJNA783885	1175_SRR17045914
SRR17045915	1174	PRJNA783885	1174_SRR17045915
SRR17045916	1171	PRJNA783885	1171_SRR17045916
SRR17045917	1170	PRJNA783885	1170_SRR17045917
SRR17045918	1169	PRJNA783885	1169_SRR17045918
SRR17045919	1168	PRJNA783885	1168_SRR17045919
SRR17045920	1167	PRJNA783885	1167_SRR17045920
SRR17045921	1060	PRJNA783885	1060_SRR17045921
SRR17045922	1166	PRJNA783885	1166_SRR17045922
SRR17045923	1165	PRJNA783885	1165_SRR17045923
SRR17045924	1164	PRJNA783885	1164_SRR17045924
SRR17045925	1163	PRJNA783885	1163_SRR17045925
SRR17045926	1162	PRJNA783885	1162_SRR17045926
SRR17045927	1161	PRJNA783885	1161_SRR17045927
SRR17045928	1160	PRJNA783885	1160_SRR17045928
SRR17045929	1159	PRJNA783885	1159_SRR17045929
SRR17045930	1158	PRJNA783885	1158_SRR17045930
SRR17045931	1157	PRJNA783885	1157_SRR17045931
SRR17045932	10	PRJNA783885	10_SRR17045932
SRR17045933	1156	PRJNA783885	1156_SRR17045933
SRR17045934	1155	PRJNA783885	1155_SRR17045934
SRR17045935	1154	PRJNA783885	1154_SRR17045935
SRR17045936	1123	PRJNA783885	1123_SRR17045936
SRR17045937	1121	PRJNA783885	1121_SRR17045937
SRR17045938	1120	PRJNA783885	1120_SRR17045938
SRR17045939	1119	PRJNA783885	1119_SRR17045939
SRR17045940	1118	PRJNA783885	1118_SRR17045940
SRR17045941	1117	PRJNA783885	1117_SRR17045941
SRR17045942	1116	PRJNA783885	1116_SRR17045942
SRR17045943	1115	PRJNA783885	1115_SRR17045943
SRR17045944	1114	PRJNA783885	1114_SRR17045944
SRR17045945	848	PRJNA783885	848_SRR17045945
SRR17045946	1113	PRJNA783885	1113_SRR17045946
SRR17045947	1112	PRJNA783885	1112_SRR17045947
SRR17045948	1111	PRJNA783885	1111_SRR17045948
SRR17045949	1110	PRJNA783885	1110_SRR17045949
SRR17045950	1109	PRJNA783885	1109_SRR17045950
SRR17045951	1108	PRJNA783885	1108_SRR17045951
SRR17045952	1107	PRJNA783885	1107_SRR17045952
SRR17045953	1106	PRJNA783885	1106_SRR17045953
SRR17045954	1105	PRJNA783885	1105_SRR17045954
SRR17045955	1104	PRJNA783885	1104_SRR17045955
SRR17045956	847	PRJNA783885	847_SRR17045956
SRR17045957	1103	PRJNA783885	1103_SRR17045957
SRR17045958	1102	PRJNA783885	1102_SRR17045958
SRR17045959	1101	PRJNA783885	1101_SRR17045959
SRR17045960	1100	PRJNA783885	1100_SRR17045960
SRR17045961	1099	PRJNA783885	1099_SRR17045961
SRR17045962	1098	PRJNA783885	1098_SRR17045962
SRR17045963	1097	PRJNA783885	1097_SRR17045963
SRR17045964	1096	PRJNA783885	1096_SRR17045964
SRR17045965	1095	PRJNA783885	1095_SRR17045965
SRR17045966	1094	PRJNA783885	1094_SRR17045966
SRR17045967	846	PRJNA783885	846_SRR17045967
SRR17045968	1546	PRJNA783885	1546_SRR17045968
SRR17045969	1513	PRJNA783885	1513_SRR17045969
SRR17045970	1506	PRJNA783885	1506_SRR17045970
SRR17045971	1475	PRJNA783885	1475_SRR17045971
SRR17045972	1413	PRJNA783885	1413_SRR17045972
SRR17045973	1407	PRJNA783885	1407_SRR17045973
SRR17045974	835	PRJNA783885	835_SRR17045974
SRR17045975	1394	PRJNA783885	1394_SRR17045975
SRR17045976	1385	PRJNA783885	1385_SRR17045976
SRR17045977	1383	PRJNA783885	1383_SRR17045977
SRR17045978	1371	PRJNA783885	1371_SRR17045978
SRR17045979	1335	PRJNA783885	1335_SRR17045979
SRR17045980	1329	PRJNA783885	1329_SRR17045980
SRR17045981	1322	PRJNA783885	1322_SRR17045981
SRR17045982	9	PRJNA783885	9_SRR17045982
SRR17045983	8	PRJNA783885	8_SRR17045983
SRR17045984	7	PRJNA783885	7_SRR17045984
SRR17045985	834	PRJNA783885	834_SRR17045985
SRR17045986	6	PRJNA783885	6_SRR17045986
SRR17045987	5	PRJNA783885	5_SRR17045987
SRR17045988	4	PRJNA783885	4_SRR17045988
SRR17045989	3	PRJNA783885	3_SRR17045989
SRR17045990	21	PRJNA783885	21_SRR17045990
SRR17045991	20	PRJNA783885	20_SRR17045991
SRR17045992	2666	PRJNA783885	2666_SRR17045992
SRR17045993	1282	PRJNA783885	1282_SRR17045993
SRR17045994	1280	PRJNA783885	1280_SRR17045994
SRR17045995	1279	PRJNA783885	1279_SRR17045995
SRR17045996	1278	PRJNA783885	1278_SRR17045996
SRR17045997	1277	PRJNA783885	1277_SRR17045997
SRR17045998	1276	PRJNA783885	1276_SRR17045998
SRR17045999	1274	PRJNA783885	1274_SRR17045999
SRR17046000	1273	PRJNA783885	1273_SRR17046000
SRR17046001	1272	PRJNA783885	1272_SRR17046001
SRR17046002	2	PRJNA783885	2_SRR17046002
SRR17046003	1271	PRJNA783885	1271_SRR17046003
SRR17046004	1270	PRJNA783885	1270_SRR17046004
SRR17046005	1268	PRJNA783885	1268_SRR17046005
SRR17046006	1267	PRJNA783885	1267_SRR17046006
SRR17046007	1266	PRJNA783885	1266_SRR17046007
SRR17046008	1265	PRJNA783885	1265_SRR17046008
SRR17046009	1264	PRJNA783885	1264_SRR17046009
SRR17046010	1263	PRJNA783885	1263_SRR17046010
SRR17046011	1262	PRJNA783885	1262_SRR17046011
SRR17046012	1261	PRJNA783885	1261_SRR17046012
SRR17046013	19	PRJNA783885	19_SRR17046013
SRR17046014	1260	PRJNA783885	1260_SRR17046014
SRR17046015	1259	PRJNA783885	1259_SRR17046015
SRR17046016	1258	PRJNA783885	1258_SRR17046016
SRR17046017	1257	PRJNA783885	1257_SRR17046017
SRR17046018	1256	PRJNA783885	1256_SRR17046018
SRR17046019	1255	PRJNA783885	1255_SRR17046019
SRR17046020	1254	PRJNA783885	1254_SRR17046020
SRR17046021	1253	PRJNA783885	1253_SRR17046021
SRR17046022	1252	PRJNA783885	1252_SRR17046022
SRR17046023	1251	PRJNA783885	1251_SRR17046023
SRR17046024	18	PRJNA783885	18_SRR17046024
SRR17046025	1250	PRJNA783885	1250_SRR17046025
SRR17046026	1249	PRJNA783885	1249_SRR17046026
SRR17046027	1248	PRJNA783885	1248_SRR17046027
SRR17046028	1247	PRJNA783885	1247_SRR17046028
SRR17046029	1246	PRJNA783885	1246_SRR17046029
SRR17046030	1245	PRJNA783885	1245_SRR17046030
SRR17046031	1244	PRJNA783885	1244_SRR17046031
SRR17046032	1243	PRJNA783885	1243_SRR17046032
SRR17046033	1242	PRJNA783885	1242_SRR17046033
SRR17046034	1241	PRJNA783885	1241_SRR17046034
SRR17046035	17	PRJNA783885	17_SRR17046035
SRR17046036	833	PRJNA783885	833_SRR17046036
SRR17046037	1240	PRJNA783885	1240_SRR17046037
SRR17046038	1239	PRJNA783885	1239_SRR17046038
SRR17046039	1238	PRJNA783885	1238_SRR17046039
SRR17046040	1237	PRJNA783885	1237_SRR17046040
SRR17046041	1236	PRJNA783885	1236_SRR17046041
SRR17046042	1235	PRJNA783885	1235_SRR17046042
SRR17046043	1234	PRJNA783885	1234_SRR17046043
SRR17046044	1233	PRJNA783885	1233_SRR17046044
SRR17046045	1232	PRJNA783885	1232_SRR17046045
SRR17046046	1231	PRJNA783885	1231_SRR17046046
SRR17046047	16	PRJNA783885	16_SRR17046047
SRR17046048	1230	PRJNA783885	1230_SRR17046048
SRR17046049	1229	PRJNA783885	1229_SRR17046049
SRR17046050	1228	PRJNA783885	1228_SRR17046050
SRR17046051	1227	PRJNA783885	1227_SRR17046051
SRR17046052	1226	PRJNA783885	1226_SRR17046052
SRR17046053	1225	PRJNA783885	1225_SRR17046053
SRR17046054	1223	PRJNA783885	1223_SRR17046054
SRR17046055	1221	PRJNA783885	1221_SRR17046055
SRR17046056	1220	PRJNA783885	1220_SRR17046056
SRR17046057	1219	PRJNA783885	1219_SRR17046057
SRR17046058	15	PRJNA783885	15_SRR17046058
SRR17046059	1218	PRJNA783885	1218_SRR17046059
SRR17046060	1217	PRJNA783885	1217_SRR17046060
SRR17046061	1216	PRJNA783885	1216_SRR17046061
SRR17046062	1215	PRJNA783885	1215_SRR17046062
SRR17046063	1214	PRJNA783885	1214_SRR17046063
SRR17046064	1093	PRJNA783885	1093_SRR17046064
SRR17046065	1092	PRJNA783885	1092_SRR17046065
SRR17046066	1091	PRJNA783885	1091_SRR17046066
SRR17046067	1090	PRJNA783885	1090_SRR17046067
SRR17046068	1089	PRJNA783885	1089_SRR17046068
SRR17046069	1088	PRJNA783885	1088_SRR17046069
SRR17046070	1087	PRJNA783885	1087_SRR17046070
SRR17046071	1086	PRJNA783885	1086_SRR17046071
SRR17046072	1085	PRJNA783885	1085_SRR17046072
SRR17046073	1084	PRJNA783885	1084_SRR17046073
SRR17046074	845	PRJNA783885	845_SRR17046074
SRR17046075	1083	PRJNA783885	1083_SRR17046075
SRR17046076	1082	PRJNA783885	1082_SRR17046076
SRR17046077	1081	PRJNA783885	1081_SRR17046077
SRR17046078	1080	PRJNA783885	1080_SRR17046078
SRR17046079	1079	PRJNA783885	1079_SRR17046079
SRR17046080	1078	PRJNA783885	1078_SRR17046080
SRR17046081	1077	PRJNA783885	1077_SRR17046081
SRR17046082	1076	PRJNA783885	1076_SRR17046082
SRR17046083	1075	PRJNA783885	1075_SRR17046083
SRR17046084	1073	PRJNA783885	1073_SRR17046084
SRR17046085	844	PRJNA783885	844_SRR17046085
SRR17046086	1072	PRJNA783885	1072_SRR17046086
SRR17046087	1070	PRJNA783885	1070_SRR17046087
SRR17046088	1069	PRJNA783885	1069_SRR17046088
SRR17046089	1068	PRJNA783885	1068_SRR17046089
SRR17046090	1067	PRJNA783885	1067_SRR17046090
SRR17046091	1066	PRJNA783885	1066_SRR17046091
SRR17046092	1065	PRJNA783885	1065_SRR17046092
SRR17046093	1064	PRJNA783885	1064_SRR17046093
SRR17046094	1063	PRJNA783885	1063_SRR17046094
SRR17046095	1062	PRJNA783885	1062_SRR17046095
SRR17046096	1030	PRJNA783885	1030_SRR17046096
SRR17046097	1029	PRJNA783885	1029_SRR17046097
SRR17046098	1028	PRJNA783885	1028_SRR17046098
SRR17046099	1027	PRJNA783885	1027_SRR17046099
SRR17046100	1026	PRJNA783885	1026_SRR17046100
SRR17046101	1025	PRJNA783885	1025_SRR17046101
SRR17046102	1024	PRJNA783885	1024_SRR17046102
SRR17046103	1023	PRJNA783885	1023_SRR17046103
SRR17046104	1022	PRJNA783885	1022_SRR17046104
SRR17046105	1021	PRJNA783885	1021_SRR17046105
SRR17046106	839	PRJNA783885	839_SRR17046106
SRR17046107	1019	PRJNA783885	1019_SRR17046107
