SRA_ID,Name,name_base,BioProject,key,grin_accession,grin_plant_name,grin_n_acc_for_key,risky,confident_match,pi_linked_in_sra2accession
ERR1462705,SNLP305_CIMMYT,SNLP305_CIMMYT,PRJEB14212,SNLP305CIMMYT,,,,,False,False
ERR1462706,PDZ37_SSD23,PDZ37_SSD23,PRJEB14212,PDZ37SSD23,,,,,False,False
ERR1462707,PDZ676-103,PDZ676-103,PRJEB14212,PDZ676103,,,,,False,False
ERR1462708,PDZ666-102,PDZ666-102,PRJEB14212,PDZ666102,,,,,False,False
ERR1462709,EM1197_inra,EM1197_inra,PRJEB14212,EM1197INRA,,,,,False,False
ERR1462710,EM1433_inra,EM1433_inra,PRJEB14212,EM1433INRA,,,,,False,False
ERR1462711,EM1712_inra,EM1712_inra,PRJEB14212,EM1712INRA,,,,,False,False
ERR1462712,EM2000_inra,EM2000_inra,PRJEB14212,EM2000INRA,,,,,False,False
ERR1462713,PDZ668-101,PDZ668-101,PRJEB14212,PDZ668101,,,,,False,False
ERR1462714,PDZ689-201,PDZ689-201,PRJEB14212,PDZ689201,,,,,False,False
ERR1462715,PDZ741-101,PDZ741-101,PRJEB14212,PDZ741101,,,,,False,False
ERR1462716,PDZ737-101,PDZ737-101,PRJEB14212,PDZ737101,,,,,False,False
ERR1462717,MR23_JDHMV2,MR23_JDHMV2,PRJEB14212,MR23JDHMV2,,,,,False,False
ERR1462718,PDZ682-101,PDZ682-101,PRJEB14212,PDZ682101,,,,,False,False
ERR1462719,MR08_JDHMV2,MR08_JDHMV2,PRJEB14212,MR08JDHMV2,,,,,False,False
ERR1462720,MR01_JDHMV2,MR01_JDHMV2,PRJEB14212,MR01JDHMV2,,,,,False,False
ERR3155224,Tzi8,Tzi8,PRJEB31061,TZI8,PI 506246,Tzi 8,1.0,False,True,False
ERR3155516,Tzi8,Tzi8,PRJEB31061,TZI8,PI 506246,Tzi 8,1.0,False,True,False
ERR3155517,Tzi8,Tzi8,PRJEB31061,TZI8,PI 506246,Tzi 8,1.0,False,True,False
ERR3155518,Tzi8,Tzi8,PRJEB31061,TZI8,PI 506246,Tzi 8,1.0,False,True,False
ERR3288215,B73_v5rep1,B73,PRJEB32225,B73,PI 550473,B73,1.0,False,True,True
ERR3288216,B73_v5rep2,B73,PRJEB32225,B73,PI 550473,B73,1.0,False,True,True
ERR3288217,B73_v5rep3,B73,PRJEB32225,B73,PI 550473,B73,1.0,False,True,True
ERR3288218,B73_v5rep4,B73,PRJEB32225,B73,PI 550473,B73,1.0,False,True,True
ERR3307809,B97rep1,B,PRJEB31061,B,PI 218044,B,1.0,True,False,True
ERR3307810,B97rep2,B,PRJEB31061,B,PI 218044,B,1.0,True,False,True
ERR3307811,B97rep3,B,PRJEB31061,B,PI 218044,B,1.0,True,False,True
ERR3307812,B97rep4,B,PRJEB31061,B,PI 218044,B,1.0,True,False,True
ERR3307829,CML69,CML69,PRJEB31061,CML69,PI 690318,CML 69,1.0,False,True,False
ERR3307830,CML69,CML69,PRJEB31061,CML69,PI 690318,CML 69,1.0,False,True,False
ERR3307831,CML69,CML69,PRJEB31061,CML69,PI 690318,CML 69,1.0,False,True,False
ERR3307832,CML69,CML69,PRJEB31061,CML69,PI 690318,CML 69,1.0,False,True,False
ERR3307833,CML103,CML103,PRJEB31061,CML103,PI 690319,CML 103,1.0,False,True,False
ERR3307834,CML103,CML103,PRJEB31061,CML103,PI 690319,CML 103,1.0,False,True,False
ERR3307835,CML103,CML103,PRJEB31061,CML103,PI 690319,CML 103,1.0,False,True,False
ERR3307836,CML103,CML103,PRJEB31061,CML103,PI 690319,CML 103,1.0,False,True,False
ERR3307837,CML228,CML228,PRJEB31061,CML228,PI 690320,CML 228,1.0,False,True,False
ERR3307838,CML228,CML228,PRJEB31061,CML228,PI 690320,CML 228,1.0,False,True,False
ERR3307839,CML228,CML228,PRJEB31061,CML228,PI 690320,CML 228,1.0,False,True,False
ERR3307840,CML228,CML228,PRJEB31061,CML228,PI 690320,CML 228,1.0,False,True,False
ERR3307841,CML247,CML247,PRJEB31061,CML247,PI 595541,CML 247,1.0,False,True,False
ERR3307842,CML247,CML247,PRJEB31061,CML247,PI 595541,CML 247,1.0,False,True,False
ERR3307843,CML247,CML247,PRJEB31061,CML247,PI 595541,CML 247,1.0,False,True,False
ERR3307844,CML247,CML247,PRJEB31061,CML247,PI 595541,CML 247,1.0,False,True,False
ERR3307845,CML277,CML277,PRJEB31061,CML277,PI 595550,CML 277,1.0,False,True,False
ERR3307846,CML277,CML277,PRJEB31061,CML277,PI 595550,CML 277,1.0,False,True,False
ERR3307847,CML277,CML277,PRJEB31061,CML277,PI 595550,CML 277,1.0,False,True,False
ERR3307848,CML277,CML277,PRJEB31061,CML277,PI 595550,CML 277,1.0,False,True,False
ERR3307849,CML322,CML322,PRJEB31061,CML322,PI 690321,CML 322,1.0,False,True,False
ERR3307850,CML322,CML322,PRJEB31061,CML322,PI 690321,CML 322,1.0,False,True,False
ERR3307851,CML322,CML322,PRJEB31061,CML322,PI 690321,CML 322,1.0,False,True,False
ERR3307852,CML322,CML322,PRJEB31061,CML322,PI 690321,CML 322,1.0,False,True,False
ERR3307853,CML333,CML333,PRJEB31061,CML333,PI 690322,CML 333,1.0,False,True,False
ERR3307854,CML333,CML333,PRJEB31061,CML333,PI 690322,CML 333,1.0,False,True,False
ERR3307855,CML333,CML333,PRJEB31061,CML333,PI 690322,CML 333,1.0,False,True,False
ERR3307856,CML333,CML333,PRJEB31061,CML333,PI 690322,CML 333,1.0,False,True,False
ERR3307857,Hp301,Hp301,PRJEB31061,HP301,PI 587131,HP301,1.0,False,True,False
ERR3307866,Il14H,Il14H,PRJEB31061,IL14H,PI 358523,Il14H,1.0,False,True,True
ERR3307867,Il14H,Il14H,PRJEB31061,IL14H,PI 358523,Il14H,1.0,False,True,True
ERR3307868,Il14H,Il14H,PRJEB31061,IL14H,PI 358523,Il14H,1.0,False,True,True
ERR3307869,Il14H,Il14H,PRJEB31061,IL14H,PI 358523,Il14H,1.0,False,True,True
ERR3307874,Ki3,Ki3,PRJEB31061,KI3,PI 690324,Ki3,1.0,False,True,True
ERR3307875,Ki3,Ki3,PRJEB31061,KI3,PI 690324,Ki3,1.0,False,True,True
ERR3307876,Ki3,Ki3,PRJEB31061,KI3,PI 690324,Ki3,1.0,False,True,True
ERR3307877,Ki3,Ki3,PRJEB31061,KI3,PI 690324,Ki3,1.0,False,True,True
ERR3307878,Ki11,Ki11,PRJEB31061,KI11,PI 690325,Ki11,1.0,False,True,True
ERR3307879,Ky21,Ky21,PRJEB31061,KY21,PI 690326,Ky21,1.0,False,True,True
ERR3307880,Ky21,Ky21,PRJEB31061,KY21,PI 690326,Ky21,1.0,False,True,True
ERR3307881,Ky21,Ky21,PRJEB31061,KY21,PI 690326,Ky21,1.0,False,True,True
ERR3307882,Ky21,Ky21,PRJEB31061,KY21,PI 690326,Ky21,1.0,False,True,True
ERR3307883,M162W,M162W,PRJEB31061,M162W,PI 690328,M162W,1.0,False,True,True
ERR3307884,M37W,M37W,PRJEB31061,M37W,PI 690327,M37W,1.0,False,True,True
ERR3307885,Mo18W,Mo18W,PRJEB31061,MO18W,PI 550441,Mo18W,1.0,False,True,True
ERR3307886,MS71,MS71,PRJEB31061,MS71,PI 587137,Ms71,1.0,False,True,False
ERR3307887,MS71,MS71,PRJEB31061,MS71,PI 587137,Ms71,1.0,False,True,False
ERR3307888,MS71,MS71,PRJEB31061,MS71,PI 587137,Ms71,1.0,False,True,False
ERR3307889,MS71,MS71,PRJEB31061,MS71,PI 587137,Ms71,1.0,False,True,False
ERR3307890,NC350,NC350,PRJEB31061,NC350,PI 690329,NC350,1.0,False,True,True
ERR3307891,NC350,NC350,PRJEB31061,NC350,PI 690329,NC350,1.0,False,True,True
ERR3307892,NC350,NC350,PRJEB31061,NC350,PI 690329,NC350,1.0,False,True,True
ERR3307893,NC350,NC350,PRJEB31061,NC350,PI 690329,NC350,1.0,False,True,True
ERR3307894,Oh43,Oh43,PRJEB31061,OH43,PI 690332,Oh43,1.0,False,True,True
ERR3307895,Oh43,Oh43,PRJEB31061,OH43,PI 690332,Oh43,1.0,False,True,True
ERR3307896,Oh43,Oh43,PRJEB31061,OH43,PI 690332,Oh43,1.0,False,True,True
ERR3307897,Oh43,Oh43,PRJEB31061,OH43,PI 690332,Oh43,1.0,False,True,True
ERR3307898,Oh7B,Oh7B,PRJEB31061,OH7B,PI 690331,Oh7B,1.0,False,True,True
ERR3307899,Oh7B,Oh7B,PRJEB31061,OH7B,PI 690331,Oh7B,1.0,False,True,True
ERR3307900,Oh7B,Oh7B,PRJEB31061,OH7B,PI 690331,Oh7B,1.0,False,True,True
ERR3307901,Oh7B,Oh7B,PRJEB31061,OH7B,PI 690331,Oh7B,1.0,False,True,True
ERR3307902,P39,P39,PRJEB31061,P39,PI 587133,P39,2.0,False,False,False
ERR3307903,P39,P39,PRJEB31061,P39,PI 587133,P39,2.0,False,False,False
ERR3307904,P39,P39,PRJEB31061,P39,PI 587133,P39,2.0,False,False,False
ERR3307905,P39,P39,PRJEB31061,P39,PI 587133,P39,2.0,False,False,False
ERR3307906,Tx303,Tx303,PRJEB31061,TX303,PI 690334,Tx303,1.0,False,True,True
ERR3307907,Tx303,Tx303,PRJEB31061,TX303,PI 690334,Tx303,1.0,False,True,True
ERR3307908,Tx303,Tx303,PRJEB31061,TX303,PI 690334,Tx303,1.0,False,True,True
ERR3307909,Tx303,Tx303,PRJEB31061,TX303,PI 690334,Tx303,1.0,False,True,True
SRR11301547,Dong46,Dong46,PRJNA609577,DONG46,,,,,False,False
SRR11301548,Dong46,Dong46,PRJNA609577,DONG46,,,,,False,False
SRR11301551,3IBZ2,3IBZ2,PRJNA609577,3IBZ2,PI 554616,3IBZ2,1.0,False,True,True
SRR11301553,Lx9801,Lx9801,PRJNA609577,LX9801,,,,,False,False
SRR11301554,Lx9801,Lx9801,PRJNA609577,LX9801,,,,,False,False
SRR11301555,Lx9801,Lx9801,PRJNA609577,LX9801,,,,,False,False
SRR11301556,515,515,PRJNA609577,515,,,,,False,False
SRR11301557,515,515,PRJNA609577,515,,,,,False,False
SRR11301558,K12,K12,PRJNA609577,K12,Ames 34543,K12,1.0,False,True,True
SRR11301559,K12,K12,PRJNA609577,K12,Ames 34543,K12,1.0,False,True,True
SRR11301560,444,444,PRJNA609577,444,,,,,False,False
SRR11301561,444,444,PRJNA609577,444,,,,,False,False
SRR11301562,6F629,6F629,PRJNA609577,6F629,PI 546483,6F629,1.0,False,True,True
SRR11301563,Jing7,Jing7,PRJNA609577,JING7,,,,,False,False
SRR11301564,Jing7,Jing7,PRJNA609577,JING7,,,,,False,False
SRR11301565,Ji853,Ji853,PRJNA609577,JI853,,,,,False,False
SRR11301566,Ji853,Ji853,PRJNA609577,JI853,,,,,False,False
SRR11301573,6F629,6F629,PRJNA609577,6F629,PI 546483,6F629,1.0,False,True,True
SRR11301579,P138,P138,PRJNA609577,P138,Ames 17681,P138,1.0,False,True,True
SRR11301580,P138,P138,PRJNA609577,P138,Ames 17681,P138,1.0,False,True,True
SRR11301582,Shen137,Shen137,PRJNA609577,SHEN137,,,,,False,False
SRR11301583,Shen137,Shen137,PRJNA609577,SHEN137,,,,,False,False
SRR11301584,Qi319,Qi319,PRJNA609577,QI319,,,,,False,False
SRR11301585,FBLA,FBLA,PRJNA609577,FBLA,PI 546482,FBLA,1.0,False,True,True
SRR11301586,Qi319,Qi319,PRJNA609577,QI319,,,,,False,False
SRR11301587,698_3,698_3,PRJNA609577,6983,,,,,False,False
SRR11301588,698_3,698_3,PRJNA609577,6983,,,,,False,False
SRR11301589,Longkang11,Longkang11,PRJNA609577,LONGKANG11,,,,,False,False
SRR11301590,Longkang11,Longkang11,PRJNA609577,LONGKANG11,,,,,False,False
SRR11301591,Huobai,Huobai,PRJNA609577,HUOBAI,Ames 2339,Huobai,1.0,False,True,True
SRR11301592,Huobai,Huobai,PRJNA609577,HUOBAI,Ames 2339,Huobai,1.0,False,True,True
SRR11301593,9058,9058,PRJNA609577,9058,,,,,False,False
SRR11301594,9058,9058,PRJNA609577,9058,,,,,False,False
SRR11301596,FBLA,FBLA,PRJNA609577,FBLA,PI 546482,FBLA,1.0,False,True,True
SRR11301599,Huangyesi3,Huangyesi3,PRJNA609577,HUANGYESI3,,,,,False,False
SRR11301600,7884_7Ht,7884_7Ht,PRJNA609577,78847HT,,,,,False,False
SRR11301601,5005,5005,PRJNA609577,5005,,,,,False,False
SRR11301602,81162,81162,PRJNA609577,81162,,,,,False,False
SRR11301603,18_599,18_599,PRJNA609577,18599,,,,,False,False
SRR11301604,PHH93,PHH93,PRJNA609577,PHH93,PI 601567,PHH93,1.0,False,True,True
SRR11301605,IBB14,IBB14,PRJNA609577,IBB14,PI 601565,IBB14,1.0,False,True,True
SRR11301606,Aijin525,Aijin525,PRJNA609577,AIJIN525,,,,,False,False
SRR11301607,IBB14,IBB14,PRJNA609577,IBB14,PI 601565,IBB14,1.0,False,True,True
SRR11301608,787,787,PRJNA609577,787,PI 601490,787,1.0,True,False,True
SRR11301609,787,787,PRJNA609577,787,PI 601490,787,1.0,True,False,True
SRR11301610,PHW30,PHW30,PRJNA609577,PHW30,PI 548808,PHW30,1.0,False,True,True
SRR11301611,PHW30,PHW30,PRJNA609577,PHW30,PI 548808,PHW30,1.0,False,True,True
SRR11301612,LH220Ht,LH220Ht,PRJNA609577,LH220HT,PI 538011,LH220Ht,1.0,False,True,True
SRR11301613,LH220Ht,LH220Ht,PRJNA609577,LH220HT,PI 538011,LH220Ht,1.0,False,True,True
SRR11301614,W23,W23,PRJNA609577,W23,NSL 30060,W23,1.0,False,True,True
SRR11301615,W23,W23,PRJNA609577,W23,NSL 30060,W23,1.0,False,True,True
SRR11301616,H84,H84,PRJNA609577,H84,PI 587128,H84,1.0,False,True,True
SRR11301617,Yuanqi123,Yuanqi123,PRJNA609577,YUANQI123,,,,,False,False
SRR11301618,H84,H84,PRJNA609577,H84,PI 587128,H84,1.0,False,True,True
SRR11301619,Va26,Va26,PRJNA609577,VA26,PI 587149,Va26,1.0,False,True,True
SRR11301620,Va26,Va26,PRJNA609577,VA26,PI 587149,Va26,1.0,False,True,True
SRR11301621,B76,B76,PRJNA609577,B76,PI 550483,B76,1.0,False,True,True
SRR11301622,B76,B76,PRJNA609577,B76,PI 550483,B76,1.0,False,True,True
SRR11301623,B95,B95,PRJNA609577,B95,PI 561565,B95,1.0,False,True,True
SRR11301624,B95,B95,PRJNA609577,B95,PI 561565,B95,1.0,False,True,True
SRR11301625,B100,B100,PRJNA609577,B100,PI 584529,B100,1.0,False,True,True
SRR11301626,B100,B100,PRJNA609577,B100,PI 584529,B100,1.0,False,True,True
SRR11301627,B73,B73,PRJNA609577,B73,PI 550473,B73,1.0,False,True,True
SRR11301628,Qi35,Qi35,PRJNA609577,QI35,,,,,False,False
SRR11301629,B73,B73,PRJNA609577,B73,PI 550473,B73,1.0,False,True,True
SRR11301630,BZN,BZN,PRJNA609577,BZN,,,,,False,False
SRR11301631,BZN,BZN,PRJNA609577,BZN,,,,,False,False
SRR11301632,A632,A632,PRJNA609577,A632,PI 587140,A632,1.0,False,True,True
SRR11301633,A632,A632,PRJNA609577,A632,PI 587140,A632,1.0,False,True,True
SRR11301634,200B,200B,PRJNA609577,200B,,,,,False,False
SRR11301635,200B,200B,PRJNA609577,200B,,,,,False,False
SRR11301636,Zong3,Zong3,PRJNA609577,ZONG3,,,,,False,False
SRR11301637,Zong3,Zong3,PRJNA609577,ZONG3,,,,,False,False
SRR11301638,Zi330,Zi330,PRJNA609577,ZI330,PI 452256,Zi 330,1.0,False,True,False
SRR11301639,Yuanwu02,Yuanwu02,PRJNA609577,YUANWU02,,,,,False,False
SRR11301640,Zi330,Zi330,PRJNA609577,ZI330,PI 452256,Zi 330,1.0,False,True,False
SRR11301641,488,488,PRJNA609577,488,PI 520704,488,1.0,True,False,True
SRR11301642,488,488,PRJNA609577,488,PI 520704,488,1.0,True,False,True
SRR11301643,Xi14,Xi14,PRJNA609577,XI14,,,,,False,False
SRR11301644,Xi14,Xi14,PRJNA609577,XI14,,,,,False,False
SRR11301645,Tie7922,Tie7922,PRJNA609577,TIE7922,,,,,False,False
SRR11301646,Tie7922,Tie7922,PRJNA609577,TIE7922,,,,,False,False
SRR11301647,Ji842,Ji842,PRJNA609577,JI842,,,,,False,False
SRR11301648,Ji842,Ji842,PRJNA609577,JI842,,,,,False,False
SRR11301658,C102,C102,PRJNA609577,C102,NSL 22983,C102,1.0,False,True,True
SRR11301666,Tai184,Tai184,PRJNA609577,TAI184,,,,,False,False
SRR11301677,Hai1134,Hai1134,PRJNA609577,HAI1134,,,,,False,False
SRR11301688,Cheng687,Cheng687,PRJNA609577,CHENG687,,,,,False,False
SRR11301694,MS153,MS153,PRJNA609577,MS153,,,,,False,False
SRR11301695,MS153,MS153,PRJNA609577,MS153,,,,,False,False
SRR11301696,MS153,MS153,PRJNA609577,MS153,,,,,False,False
SRR11301698,I159,I159,PRJNA609577,I159,Ames 24589,I159,1.0,False,True,True
SRR11301699,Xinaiguang10,Xinaiguang10,PRJNA609577,XINAIGUANG10,,,,,False,False
SRR11301700,I159,I159,PRJNA609577,I159,Ames 24589,I159,1.0,False,True,True
SRR11301708,A334,A334,PRJNA609577,A334,Ames 23423,A334,1.0,False,True,True
SRR11301709,A334,A334,PRJNA609577,A334,Ames 23423,A334,1.0,False,True,True
SRR11301710,Dan341,Dan341,PRJNA609577,DAN341,,,,,False,False
SRR11301721,Dan99chang,Dan99chang,PRJNA609577,DAN99CHANG,,,,,False,False
SRR11301722,CM37,CM37,PRJNA609577,CM37,Ames 35264,CM37,2.0,False,False,False
SRR11301723,CM37,CM37,PRJNA609577,CM37,Ames 35264,CM37,2.0,False,False,False
SRR11301724,Mt42,Mt42,PRJNA609577,MT42,PI 693337,Mt42,1.0,False,True,True
SRR11301725,R168,R168,PRJNA609577,R168,PI 693334,R168,1.0,False,True,True
SRR11301726,N28,N28,PRJNA609577,N28,Ames 19321,N28,2.0,False,False,False
SRR11301727,H95,H95,PRJNA609577,H95,PI 693333,H95,1.0,False,True,True
SRR11301728,C123,C123,PRJNA609577,C123,PI 693330,C123,1.0,False,True,True
SRR11301729,WF9,WF9,PRJNA609577,WF9,PI 146374,Wf9,1.0,False,True,False
SRR11301730,VA59,VA59,PRJNA609577,VA59,PI 693326,Va59,1.0,False,True,False
SRR11301731,Va17,Va17,PRJNA609577,VA17,PI 693325,Va17,1.0,False,True,True
SRR11301732,LD61,LD61,PRJNA609577,LD61,,,,,False,False
SRR11301735,LH212Ht,LH212Ht,PRJNA609577,LH212HT,PI 547089,LH212Ht,1.0,False,True,True
SRR11301736,LH212Ht,LH212Ht,PRJNA609577,LH212HT,PI 547089,LH212Ht,1.0,False,True,True
SRR11301741,Wu105,Wu105,PRJNA609577,WU105,PI 442884,Wu 105,1.0,False,True,False
SRR11301743,LH208,LH208,PRJNA609577,LH208,PI 547088,LH208,1.0,False,True,True
SRR11301744,LH208,LH208,PRJNA609577,LH208,PI 547088,LH208,1.0,False,True,True
SRR11301745,LH181,LH181,PRJNA609577,LH181,PI 547087,LH181,1.0,False,True,True
SRR11301746,LH181,LH181,PRJNA609577,LH181,PI 547087,LH181,1.0,False,True,True
SRR11301747,LH128,LH128,PRJNA609577,LH128,PI 547086,LH128,1.0,False,True,True
SRR11301748,LH128,LH128,PRJNA609577,LH128,PI 547086,LH128,1.0,False,True,True
SRR11301749,NL001,NL001,PRJNA609577,NL001,PI 546485,NL001,1.0,False,True,True
SRR11301750,NL001,NL001,PRJNA609577,NL001,PI 546485,NL001,1.0,False,True,True
SRR11301751,BCC03,BCC03,PRJNA609577,BCC03,PI 544065,BCC03,1.0,False,True,True
SRR11301752,75_1,75_1,PRJNA609577,751,,,,,False,False
SRR11301753,BCC03,BCC03,PRJNA609577,BCC03,PI 544065,BCC03,1.0,False,True,True
SRR11301754,PHV07,PHV07,PRJNA609577,PHV07,PI 543847,PHV07,1.0,False,True,True
SRR11301755,PHV07,PHV07,PRJNA609577,PHV07,PI 543847,PHV07,1.0,False,True,True
SRR11301756,PHP76,PHP76,PRJNA609577,PHP76,PI 543846,PHP76,1.0,False,True,True
SRR11301757,PHP76,PHP76,PRJNA609577,PHP76,PI 543846,PHP76,1.0,False,True,True
SRR11301758,PHJ65,PHJ65,PRJNA609577,PHJ65,PI 543840,PHJ65,1.0,False,True,True
SRR11301759,PHJ65,PHJ65,PRJNA609577,PHJ65,PI 543840,PHJ65,1.0,False,True,True
SRR11301760,LH191,LH191,PRJNA609577,LH191,PI 539925,LH191,1.0,False,True,True
SRR11301761,Nan21_3,Nan21_3,PRJNA609577,NAN213,,,,,False,False
SRR11301762,Zaodahuang,Zaodahuang,PRJNA609577,ZAODAHUANG,,,,,False,False
SRR11301763,Chang72,Chang72,PRJNA609577,CHANG72,,,,,False,False
SRR11301764,832,832,PRJNA609577,832,,,,,False,False
SRR11301765,803,803,PRJNA609577,803,,,,,False,False
SRR11301766,803,803,PRJNA609577,803,,,,,False,False
SRR11301767,Wenhuang31413,Wenhuang31413,PRJNA609577,WENHUANG31413,,,,,False,False
SRR11301768,Wenhuang31413,Wenhuang31413,PRJNA609577,WENHUANG31413,,,,,False,False
SRR11301769,434,434,PRJNA609577,434,,,,,False,False
SRR11301770,434,434,PRJNA609577,434,,,,,False,False
SRR11301771,Hai014,Hai014,PRJNA609577,HAI014,,,,,False,False
SRR11301772,4112,4112,PRJNA609577,4112,,,,,False,False
SRR11301773,Ji876,Ji876,PRJNA609577,JI876,,,,,False,False
SRR11301774,4F1,4F1,PRJNA609577,4F1,,,,,False,False
SRR11301775,4F1,4F1,PRJNA609577,4F1,,,,,False,False
SRR11301776,812,812,PRJNA609577,812,,,,,False,False
SRR11301777,812,812,PRJNA609577,812,,,,,False,False
SRR11301778,446,446,PRJNA609577,446,,,,,False,False
SRR11301779,446,446,PRJNA609577,446,,,,,False,False
SRR11301780,Yan414,Yan414,PRJNA609577,YAN414,,,,,False,False
SRR11301781,Yan414,Yan414,PRJNA609577,YAN414,,,,,False,False
SRR11301782,CI66,CI66,PRJNA609577,CI66,PI 587148,CI 66,1.0,False,True,False
SRR11301783,CI66,CI66,PRJNA609577,CI66,PI 587148,CI 66,1.0,False,True,False
SRR11301784,Dahuang46,Dahuang46,PRJNA609577,DAHUANG46,,,,,False,False
SRR11301785,Oh7,Oh7,PRJNA609577,OH7,PI 587146,Oh7,1.0,False,True,True
SRR11301786,Oh7,Oh7,PRJNA609577,OH7,PI 587146,Oh7,1.0,False,True,True
SRR11301787,KY228,KY228,PRJNA609577,KY228,PI 587136,Ky228,1.0,False,True,False
SRR11301788,KY228,KY228,PRJNA609577,KY228,PI 587136,Ky228,1.0,False,True,False
SRR11301789,CM105,CM105,PRJNA609577,CM105,PI 587124,CM105,1.0,False,True,True
SRR11301790,CM105,CM105,PRJNA609577,CM105,PI 587124,CM105,1.0,False,True,True
SRR11301791,B57,B57,PRJNA609577,B57,PI 550472,B57,1.0,False,True,True
SRR11301792,B57,B57,PRJNA609577,B57,PI 550472,B57,1.0,False,True,True
SRR11301793,B69,B69,PRJNA609577,B69,PI 550456,B69,1.0,False,True,True
SRR11301794,B69,B69,PRJNA609577,B69,PI 550456,B69,1.0,False,True,True
SRR11301795,Hua94,Hua94,PRJNA609577,HUA94,PI 405707,HUA 94 INBRED,1.0,False,True,False
SRR11301796,MO18W,MO18W,PRJNA609577,MO18W,PI 550441,Mo18W,1.0,False,True,False
SRR11301797,MO18W,MO18W,PRJNA609577,MO18W,PI 550441,Mo18W,1.0,False,True,False
SRR11301798,B64,B64,PRJNA609577,B64,PI 550440,B64,1.0,False,True,True
SRR11301799,B64,B64,PRJNA609577,B64,PI 550440,B64,1.0,False,True,True
SRR11301806,Liao2202,Liao2202,PRJNA609577,LIAO2202,,,,,False,False
SRR11301810,B8,B8,PRJNA609577,B8,NSL 65864,B8,1.0,True,False,True
SRR11301811,B8,B8,PRJNA609577,B8,NSL 65864,B8,1.0,True,False,True
SRR11301812,B8,B8,PRJNA609577,B8,NSL 65864,B8,1.0,True,False,True
SRR11301817,Lv10,Lv10,PRJNA609577,LV10,,,,,False,False
SRR11301825,C46,C46,PRJNA609577,C46,,,,,False,False
SRR11301826,C46,C46,PRJNA609577,C46,,,,,False,False
SRR11301827,ND255,ND255,PRJNA609577,ND255,PI 700792,ND255,1.0,False,True,True
SRR11301828,ND255,ND255,PRJNA609577,ND255,PI 700792,ND255,1.0,False,True,True
SRR11301829,Baihe43,Baihe43,PRJNA609577,BAIHE43,,,,,False,False
SRR11301830,ND255,ND255,PRJNA609577,ND255,PI 700792,ND255,1.0,False,True,True
SRR11301840,334_1,334_1,PRJNA609577,3341,,,,,False,False
SRR11301845,Qi205,Qi205,PRJNA609577,QI205,,,,,False,False
SRR11301846,Qi205,Qi205,PRJNA609577,QI205,,,,,False,False
SRR11301847,Zheng22,Zheng22,PRJNA609577,ZHENG22,,,,,False,False
SRR11301848,Zheng22,Zheng22,PRJNA609577,ZHENG22,,,,,False,False
SRR11301849,Dan340,Dan340,PRJNA609577,DAN340,,,,,False,False
SRR11301850,Dan340,Dan340,PRJNA609577,DAN340,,,,,False,False
SRR11301854,S37,S37,PRJNA609577,S37,PI 535916,S 37,1.0,False,True,False
SRR11301855,PHR30,PHR30,PRJNA609577,PHR30,PI 559946,PHR30,1.0,False,True,True
SRR11301856,S37,S37,PRJNA609577,S37,PI 535916,S 37,1.0,False,True,False
SRR11301857,Ji63,Ji63,PRJNA609577,JI63,,,,,False,False
SRR11301858,Ji63,Ji63,PRJNA609577,JI63,,,,,False,False
SRR11301859,Dong237,Dong237,PRJNA609577,DONG237,,,,,False,False
SRR11301860,Dong237,Dong237,PRJNA609577,DONG237,,,,,False,False
SRR11301861,Chang3,Chang3,PRJNA609577,CHANG3,,,,,False,False
SRR11301862,Chang3,Chang3,PRJNA609577,CHANG3,,,,,False,False
SRR11301863,Lv9kuan,Lv9kuan,PRJNA609577,LV9KUAN,,,,,False,False
SRR11301864,Lv9kuan,Lv9kuan,PRJNA609577,LV9KUAN,,,,,False,False
SRR11301865,48_2,48_2,PRJNA609577,482,,,,,False,False
SRR11301866,PHBA6,PHBA6,PRJNA609577,PHBA6,PI 559935,PHBA6,1.0,False,True,True
SRR11301867,48_2,48_2,PRJNA609577,482,,,,,False,False
SRR11301868,48_2,48_2,PRJNA609577,482,,,,,False,False
SRR11301869,Luyuan92,Luyuan92,PRJNA609577,LUYUAN92,,,,,False,False
SRR11301870,Luyuan92,Luyuan92,PRJNA609577,LUYUAN92,,,,,False,False
SRR11301871,Luyuan92,Luyuan92,PRJNA609577,LUYUAN92,,,,,False,False
SRR11301872,Dong46,Dong46,PRJNA609577,DONG46,,,,,False,False
SRR11301873,LH215,LH215,PRJNA609577,LH215,PI 552815,LH215,1.0,False,True,True
SRR11301874,LH215,LH215,PRJNA609577,LH215,PI 552815,LH215,1.0,False,True,True
SRR11301875,LH196,LH196,PRJNA609577,LH196,PI 538009,LH196,1.0,False,True,True
SRR11301876,LH162,LH162,PRJNA609577,LH162,PI 539921,LH162,1.0,False,True,True
SRR11301877,LH196,LH196,PRJNA609577,LH196,PI 538009,LH196,1.0,False,True,True
SRR11301884,WIL_22,WIL_22,PRJNA609577,WIL22,,,,,False,False
SRR11301885,WIL_25,WIL_25,PRJNA609577,WIL25,,,,,False,False
SRR11301886,WIL_6,WIL_6,PRJNA609577,WIL6,,,,,False,False
SRR11301887,LH205,LH205,PRJNA609577,LH205,PI 537099,LH205,1.0,False,True,True
SRR11301888,Lx03_2,Lx03_2,PRJNA609577,LX032,,,,,False,False
